branch_id,name,city,district,address
GY384360,Ào Měi Jiang'an Flagship,Wuhan,Jiang'an District,0917 Vargas Row (Near Shopping Mall)
GY494364,Wēi Ěr Shì Haizhu Flagship,Guangzhou,Haizhu District,75063 Frazier Village Suite 353 (Near University)
GY026531,Lì Měi Xihu Flagship,Hangzhou,Xihu District,55201 Ross Heights (Near Shopping Mall)
GY608812,Jiàn Lè Yuzhong Flagship,Chongqing,Yuzhong District,76720 Zavala Freeway (Near University)
GY732019,Ào Měi Shahekou Flagship,Dalian,Shahekou District,740 Zachary Tunnel Suite 724 (Near Metro Station)
GY945306,Jiàn Lè Nankai Flagship,Tianjin,Nankai District,5592 Pedro Freeway (Near Metro Station)
GY435493,Yī Zhào Wéi Dé Fengtai Flagship,Beijing,Fengtai District,74942 Michael Unions Apt. 673 (Near Shopping Mall)
GY811259,Wēi Kāng Hexi Flagship,Tianjin,Hexi District,972 Brittany Square Apt. 919 (Near Metro Station)
GY707780,Wēi Ěr Shì Hongqiao Flagship,Tianjin,Hongqiao District,76114 Miles Flats Apt. 698 (Near University)
GY615691,Ào Měi Xinwu Flagship,Wuxi,Xinwu District,6928 Lindsay Mission Suite 037 (Near Metro Station)
GY425016,Ào Měi Hongshan Flagship,Wuhan,Hongshan District,8659 Bradford Gateway (Near Shopping Mall)
GY129628,Yī Zhào Wéi Dé Xihu Flagship,Hangzhou,Xihu District,89291 Cook Parks (Near University)
GY908649,Ào Měi Qingyang Flagship,Chengdu,Qingyang District,71409 Young Roads (Near Shopping Mall)
GY466402,Jīn Shì Bǎo Jiang'an Flagship,Wuhan,Jiang'an District,430 Henry Square (Near Metro Station)
GY025020,Jiàn Lè Gulou Flagship,Nanjing,Gulou District,385 Michael Ville Apt. 277 (Near Shopping Mall)
GY006384,Wēi Ěr Shì Yuzhong Flagship,Chongqing,Yuzhong District,314 Briggs Extension (Near University)
GY127347,Lì Měi Changning Flagship,Shanghai,Changning District,5463 Derrick Trail Apt. 127 (Near University)
GY325707,Ào Měi Haidian Flagship,Beijing,Haidian District,502 Graham Crescent Suite 749 (Near University)
GY305280,Lì Měi Yuelu Flagship,Changsha,Yuelu District,747 Grant Flat Suite 068 (Near University)
GY549381,Wēi Ěr Shì Jiangbei Flagship,Ningbo,Jiangbei District,654 Crawford Well Apt. 357 (Near Shopping Mall)
GY114249,Wēi Kāng Heping Flagship,Tianjin,Heping District,676 Mary Dam Suite 177 (Near Metro Station)
GY119378,Wēi Ěr Shì Zhenhai Flagship,Ningbo,Zhenhai District,90302 Smith Course Apt. 330 (Near University)
GY795903,Wēi Ěr Shì Huishan Flagship,Wuxi,Huishan District,301 Johnson Spur Apt. 984 (Near Shopping Mall)
GY110573,Lì Měi Shapingba Flagship,Chongqing,Shapingba District,64470 Joshua Wall Suite 600 (Near Metro Station)
GY112024,Ào Měi Yangpu Flagship,Shanghai,Yangpu District,37245 Phillip Glen Suite 344 (Near University)
GY147429,Ào Měi Xiangcheng Flagship,Suzhou,Xiangcheng District,42585 Johnson Throughway Apt. 784 (Near Metro Station)
GY855611,Jiàn Lè Huangpu Flagship,Guangzhou,Huangpu District,578 Shawn Track Apt. 190 (Near Shopping Mall)
GY940224,Yī Zhào Wéi Dé Fenghua Flagship,Ningbo,Fenghua District,8751 Woodward Field Apt. 945 (Near Shopping Mall)
GY347198,Měi Gé Fēi Tianhe Flagship,Guangzhou,Tianhe District,677 Tonya Brooks (Near Shopping Mall)
GY339848,Měi Gé Fēi Fengtai Flagship,Beijing,Fengtai District,66820 Maria Port Apt. 146 (Near Metro Station)
